CT,REG,COM,Nom,HApoly,Surfacesbois,Surfacescult,Alp,Airbat,Airind,P00BMTOT,P00BWTOT,Pop020,Pop2040,Pop4065,Pop65P,H00PTOT,H00P01,H00P02,H00P03,H00P04,POPTOT
23,1,6195,Ferden,2792,500,66,455,10,0,150,136,64,96,76,50,112,36,22,22,32,286
26,2,6703,Bourrignon,1358,439,551,330,16,0,141,145,108,63,80,35,91,19,26,6,40,286
22,1,5673,Hermenches,476,136,309,0,15,0,147,137,66,83,89,46,112,34,35,16,27,284
2,2,752,Tuscherz-Alfermee,334,282,21,0,8,0,145,138,44,69,103,67,141,52,57,19,13,283
21,7,5047,Torre,1073,583,54,9,14,1,140,142,68,57,88,69,117,36,41,9,31,282
10,2,2260,Gempenach,169,30,125,0,5,0,146,135,87,79,88,27,108,29,33,13,33,281
18,5,3636,Rodels,168,59,84,0,8,0,142,139,79,86,83,33,111,28,37,18,28,281
2,2,946,Wachseldorn,352,84,252,0,10,0,140,141,71,82,78,50,83,14,24,16,29,281
10,2,2180,La Corbaz,230,67,151,0,9,0,139,142,94,81,85,21,87,15,22,16,34,281
23,1,6192,Blatten,9065,812,175,688,15,0,137,144,50,79,79,73,114,35,36,13,30,281
22,1,5455,Constantine,283,42,200,0,18,1,144,136,70,75,87,48,112,36,38,12,26,280
10,2,2133,Estavannens,2111,783,171,805,15,0,143,137,70,80,90,40,107,29,28,21,29,280
10,2,2123,Botterens,196,89,62,16,13,1,138,141,74,91,86,28,114,31,41,15,27,279
22,1,5641,Monnaz,161,25,122,0,10,0,135,144,73,64,97,45,111,29,39,17,26,279
2,2,335,Oeschenbach,390,117,255,0,9,1,129,150,81,67,84,47,97,20,31,14,32,279
17,5,3373,Krinau,725,284,379,40,10,0,135,143,81,67,81,49,104,28,38,11,27,278
22,1,5555,Corcelles-pres-Concise,409,170,201,6,19,0,133,145,80,70,77,51,88,19,18,20,31,278
22,1,5669,Curtilles,495,74,389,0,12,0,141,136,73,63,85,56,110,33,40,12,25,277
10,2,2324,Bouloz,381,75,284,0,10,0,137,139,86,66,86,38,91,17,25,12,37,276
22,1,5826,Seigneux,372,117,233,0,13,2,134,142,79,90,79,28,104,24,31,20,29,276
22,1,5821,Missy,311,7,267,0,18,1,134,141,87,71,75,42,106,35,30,11,30,275
10,2,2008,Chatillon (FR),131,35,75,0,17,0,153,121,71,78,87,38,106,25,39,19,23,274
10,2,2146,Le Bry,339,87,219,3,12,0,134,140,69,88,87,30,109,27,35,19,28,274
11,2,2442,Aetingen,283,120,140,0,11,0,138,135,71,74,74,54,108,33,34,10,31,273
2,2,308,Niederried bei Kallnach,454,163,250,0,7,0,139,133,58,76,103,35,111,22,49,21,19,272
2,2,781,Gadmen,11629,1771,201,874,12,1,139,133,58,55,91,68,112,40,37,15,20,272
21,7,5074,Mairengo,665,265,19,89,11,0,139,133,66,76,90,40,94,20,23,21,30,272
22,1,5431,Mollens (VD),1100,555,490,36,9,0,138,134,69,81,85,37,109,32,34,15,28,272
2,2,711,Sorvilier,689,337,178,138,10,0,133,139,57,83,78,54,115,32,42,20,21,272
10,2,2094,Prez-vers-Siviriez,417,99,295,0,9,0,139,132,87,72,73,39,98,23,32,11,32,271
23,1,6081,Les Agettes,509,332,72,32,28,0,137,133,68,66,87,49,112,39,34,17,22,270
1,4,43,Volken,318,91,210,0,8,0,143,125,77,83,76,32,100,25,36,12,27,268
10,2,2031,Montbrelloz,184,0,171,0,12,0,139,129,84,79,81,24,88,19,17,18,34,268
13,3,2847,Hafelfingen,396,142,233,0,14,0,134,134,82,70,75,41,92,11,38,13,30,268
21,7,5038,Leontica,738,401,45,115,26,0,138,129,46,62,84,75,125,51,36,20,18,267
10,2,2045,Vallon,350,12,311,0,9,0,134,133,74,78,76,39,108,29,38,15,26,267
10,2,2009,Cheiry,441,120,294,0,12,0,133,134,79,69,77,42,97,22,29,18,28,267
10,2,2017,Font,250,75,137,0,13,0,133,134,64,70,96,37,103,26,31,19,27,267
21,7,5143,Aranno,258,230,5,0,10,1,131,136,58,85,81,43,115,33,41,21,20,267
22,1,5752,Croy,449,215,211,0,9,1,116,151,66,62,93,46,117,38,45,15,19,267
10,2,2072,Ecublens (FR),490,117,329,0,13,0,127,139,92,57,88,29,92,27,23,11,31,266
10,2,2105,Villaraboud,317,40,247,0,8,0,137,128,69,77,91,28,94,11,35,21,27,265
22,1,5789,Ferlens (VD),218,47,161,0,5,0,136,129,74,58,102,31,109,31,40,16,22,265
11,2,2491,Hauenstein-Ifenthal,535,225,269,0,12,0,133,132,80,68,85,32,95,27,31,8,29,265
19,3,4233,Kallern,268,34,212,0,14,0,129,135,78,51,107,28,84,11,27,13,33,264
26,2,6722,Saulcy,784,399,203,169,7,1,124,140,84,66,66,48,94,23,33,10,28,264
2,2,578,Gundlischwand,1689,640,56,505,10,4,132,131,62,73,88,40,114,44,35,18,17,263
14,5,2913,Bibern (SH),180,39,105,0,6,2,131,132,79,48,93,43,93,14,36,14,29,263
18,5,3913,Parpan,929,212,236,368,21,0,129,134,71,73,81,38,99,31,32,11,25,263
2,2,765,Oberstocken,412,163,110,59,9,0,127,136,68,90,69,36,111,36,36,12,27,263
10,2,2185,Corserey,344,66,262,0,10,0,136,126,76,75,87,24,87,13,23,18,33,262
10,2,2223,Rueyres-Saint-Laurent,293,56,220,0,9,0,135,127,70,69,95,28,96,19,34,17,26,262
2,2,937,Schwendibach,150,27,108,0,10,0,128,134,66,82,80,34,95,29,29,11,26,262
13,3,2827,Hersberg,167,85,69,0,5,0,126,135,46,62,125,28,108,24,44,20,20,261
23,1,6102,Albinen,1548,571,68,657,13,0,121,140,61,64,71,65,107,35,37,13,22,261
23,1,6066,Oberwald,9692,755,152,1820,15,1,140,120,59,64,86,51,112,44,33,11,24,260
2,2,737,Hermrigen,342,145,173,0,14,0,137,123,53,62,98,47,112,28,47,16,21,260
10,2,2047,Villeneuve (FR),354,120,206,0,14,3,132,127,68,68,82,41,104,33,35,8,28,259
22,1,5788,Essertes,166,27,124,0,6,0,131,128,60,89,85,25,103,33,31,10,29,259
10,2,2251,Courlevon,326,121,196,0,8,0,128,131,65,66,89,39,105,31,31,18,25,259
14,5,2902,Guntmadingen,448,258,172,0,6,0,133,125,75,64,81,38,87,13,31,16,27,258
8,5,1621,Nidfurn,258,122,46,40,8,1,131,127,73,55,78,52,99,35,26,19,19,258
22,1,5628,Chigny,90,4,69,0,8,1,126,132,83,58,85,32,95,25,27,18,25,258
19,3,4314,Mellikon,271,143,74,0,6,8,131,126,77,47,94,39,96,25,29,16,26,257
26,2,6756,Les Pommerats,1147,682,270,169,10,0,129,128,86,71,79,21,88,21,21,14,32,257
10,2,2150,Romanens,340,74,246,5,9,0,142,114,81,68,69,38,85,14,25,16,30,256
10,2,2227,Villarlod,282,97,132,31,11,1,131,125,80,77,76,23,94,24,23,16,31,256
24,2,6433,Brot-Plamboz,1603,459,862,232,21,0,134,121,70,66,95,24,94,23,30,17,24,255
23,1,6058,Fieschertal,17296,387,77,440,10,2,128,127,65,76,72,42,94,23,27,16,28,255
2,2,410,Hochstetten,264,52,189,0,13,1,127,128,68,66,84,37,90,17,35,12,26,255
18,5,3587,Versam,1678,1184,213,69,16,0,124,131,68,53,77,57,98,30,27,19,22,255
21,7,5159,Breno,575,399,24,46,11,0,122,133,56,49,88,62,126,54,39,14,19,255
3,6,1105,Wilihof,240,29,195,0,10,0,139,115,97,78,51,28,77,15,12,17,33,254
3,6,1035,Mosen,160,24,112,0,8,1,128,126,80,74,75,25,89,20,26,11,32,254
21,7,5106,Gerra (Gambarogno),314,264,10,1,21,0,124,130,32,59,85,78,127,48,49,18,12,254
21,7,5322,Someo,3279,2197,22,180,8,1,122,132,38,54,89,73,111,45,32,18,16,254
21,7,5114,Loco,907,663,19,82,5,0,116,138,32,55,91,76,107,47,32,13,15,254
2,2,586,Lutschental,1235,583,87,226,5,0,134,119,79,63,69,42,88,20,25,11,32,253
10,2,2190,Essert (FR),247,77,154,0,6,1,121,132,71,69,73,40,92,20,30,15,27,253
10,2,2142,Montbovon,2002,750,182,699,13,1,128,124,65,39,81,67,105,40,31,11,23,252
10,2,2036,Portalban,287,35,168,0,20,1,130,121,55,61,98,37,111,48,28,15,20,251
2,2,548,Ruppoldsried,220,27,173,0,7,0,127,124,81,79,68,23,89,23,22,13,31,251
10,2,2161,Vuippens,180,39,123,0,6,1,124,127,73,68,72,38,85,22,21,10,32,251
22,1,5472,Bournens,389,66,293,0,12,0,123,128,56,60,100,35,105,26,44,13,22,251
18,5,3515,Surava,698,545,71,3,12,5,132,118,61,76,76,37,98,33,26,18,21,250
2,2,865,Gelterfingen,349,78,250,0,8,1,128,122,46,64,89,51,109,40,34,15,20,250
21,7,5233,Vico Morcote,191,139,12,11,19,0,122,128,49,51,113,37,129,65,31,17,16,250
18,5,3606,Vrin,7124,523,224,2573,16,0,136,113,63,58,70,58,101,32,33,11,25,249
19,3,4301,Baldingen,284,92,162,0,11,0,134,115,85,53,84,27,84,14,27,11,32,249
26,2,6796,Montignez,586,220,335,0,17,0,127,122,63,59,82,45,99,28,33,16,22,249
14,5,2931,Bargen (SH),827,546,242,0,9,0,133,115,59,80,71,38,106,35,31,19,21,248
2,2,878,Noflen,272,39,221,0,10,0,131,117,70,90,61,27,89,20,29,13,27,248
11,2,2450,Hessigkofen,227,73,127,0,10,0,123,125,76,74,70,28,83,14,24,12,33,248
18,5,3594,Degen,672,74,233,293,13,0,132,115,64,49,91,43,96,28,23,17,28,247
22,1,5902,Belmont-sur-Yverdon,649,121,490,0,9,0,127,120,69,68,73,37,97,32,23,15,27,247
22,1,5671,Dompierre (VD),322,74,225,0,15,0,127,119,72,57,66,51,91,24,28,11,28,246
10,2,2095,Promasens,251,69,162,0,8,1,122,124,58,69,89,30,98,22,37,11,28,246
10,2,2070,Chavannes-sous-Orsonnens,411,96,301,0,11,0,127,118,65,74,80,26,87,10,30,20,27,245
2,2,545,Mulchi,382,68,293,0,9,0,122,123,63,74,76,32,99,32,30,12,25,245
10,2,2004,Bussy (FR),359,15,317,0,6,0,122,123,53,64,82,46,98,22,40,8,28,245
10,2,2332,Progens,371,29,281,24,9,1,122,123,72,78,72,23,95,26,30,15,24,245
19,3,4101,Hottwil,417,163,232,0,8,1,119,126,74,48,90,33,97,34,27,10,26,245
10,2,2229,Villarsel-le-Gibloux,214,22,171,1,11,0,125,119,79,76,62,27,87,20,28,7,32,244
18,5,3514,Schmitten (GR),1135,646,74,210,9,0,125,118,40,62,87,54,109,36,47,9,17,243
10,2,2046,Vesin,333,66,244,0,13,0,112,130,75,63,74,30,88,21,27,13,27,242
2,2,994,Wanzwil,62,17,37,0,6,0,118,123,51,65,93,32,108,44,29,15,20,241
22,1,5517,Dommartin,294,101,177,0,9,0,118,123,56,75,76,34,105,33,34,16,22,241
11,2,2452,Kuttigkofen,214,68,129,0,8,1,121,119,62,62,85,31,89,20,29,14,26,240
19,3,4097,Elfingen,423,207,202,0,7,0,116,124,61,53,89,37,92,25,30,12,25,240
18,5,3635,Pratval,77,21,44,0,8,0,112,128,72,68,68,32,90,24,29,14,23,240
3,6,1029,Herlisberg,262,37,208,0,8,2,131,108,72,65,78,24,81,17,22,16,26,239
2,2,990,Walliswil bei Niederbipp,148,27,77,0,8,0,123,116,43,52,96,48,95,25,36,15,19,239
21,7,5264,Sagno,168,132,11,9,12,0,125,113,38,61,94,45,108,35,40,15,18,238
10,2,2044,Surpierre,258,100,136,0,10,0,121,117,65,63,73,37,85,17,27,13,28,238
2,2,665,Gurbru,184,19,136,0,11,1,115,123,55,61,87,35,95,19,44,9,23,238
8,5,1604,Diesbach (GL),720,392,71,106,9,1,126,111,52,53,84,48,106,32,48,10,16,237
10,2,2062,Berlens,300,46,239,0,12,0,126,111,84,67,67,19,75,9,23,12,31,237
22,1,5436,Saint-Oyens,305,117,173,0,10,0,121,116,64,57,86,30,93,25,30,11,27,237
22,1,5754,Juriens,935,471,276,160,12,0,118,119,62,52,75,48,98,33,29,11,25,237
2,2,947,Zwieselberg,245,63,160,0,10,5,118,118,52,68,72,44,94,19,41,12,22,236
13,3,2790,Roggenburg,665,309,228,106,11,0,120,115,49,76,75,35,101,28,40,16,17,235
10,2,2039,Rueyres-les-Pres,319,7,269,0,12,0,119,116,64,61,85,25,88,24,22,14,28,235
26,2,6723,Soulce,1472,1019,223,192,13,0,115,120,62,64,68,41,95,28,32,13,22,235
22,1,5741,L'Abergement,574,319,155,77,15,0,114,121,78,53,76,28,82,14,27,12,29,235
2,2,868,Jaberg,132,29,67,0,8,0,111,124,57,79,70,29,99,28,36,13,22,235
23,1,6299,Zeneggen,749,522,157,10,17,0,105,130,57,66,65,47,92,26,32,6,28,235
10,2,2100,Sommentier,326,42,265,0,12,0,120,114,68,63,63,40,82,19,22,14,27,234
3,6,1101,Schwarzenbach,326,103,213,0,9,0,121,112,76,61,63,33,78,18,22,9,29,233
22,1,5907,Chavannes-le-Chene,398,50,329,0,11,0,119,114,61,61,77,34,98,35,26,11,26,233
22,1,5794,Oron-le-Chatel,126,44,65,0,9,0,118,115,67,70,82,14,86,21,26,12,27,233
22,1,5536,Sugnens,269,65,181,0,10,0,105,128,56,67,80,30,89,20,29,18,22,233
22,1,5827,Trey,380,68,270,0,15,0,113,119,72,41,75,44,86,23,27,15,21,232
18,5,3611,Andiast,1363,365,239,339,11,0,112,120,65,46,58,63,93,29,32,9,23,232
24,2,6483,Le Paquier (NE),958,488,356,85,14,0,119,112,63,65,77,26,83,20,28,10,25,231
18,5,3893,St.Antonien,4266,402,238,1885,15,0,120,110,68,60,67,35,82,22,20,14,26,230
18,5,3505,Tiefencastel,1485,736,116,186,12,2,113,117,61,59,73,37,96,34,32,10,20,230
22,1,5819,Henniez,263,62,158,0,13,8,110,120,43,52,96,39,107,35,38,22,12,230
13,3,2783,Burg im Leimental,283,228,42,0,9,0,125,104,47,64,84,34,95,25,36,18,16,229
18,5,3929,Peist,1789,640,151,871,12,0,118,111,68,58,59,44,92,35,25,8,24,229
10,2,2130,Cresuz,178,61,32,39,26,0,114,115,34,48,89,58,110,42,39,13,16,229
4,6,1204,Bauen,378,284,46,5,8,2,122,106,68,54,70,36,78,18,23,5,32,228
22,1,5680,Ogens,340,102,218,0,13,0,114,113,64,49,76,38,82,14,29,17,22,227
26,2,6793,Lugnez,509,178,305,0,12,1,114,113,58,57,69,43,80,14,27,14,25,227
19,3,4317,Rumikon,286,134,117,0,4,3,110,117,65,61,75,26,87,27,23,9,28,227
2,2,936,Pohlern,989,422,175,194,9,0,118,108,47,66,76,37,93,30,28,13,22,226
23,1,6282,Eisten,3805,909,51,313,9,0,113,113,60,62,65,39,80,23,21,9,27,226
24,2,6422,Les Planchettes,1173,678,262,172,17,0,118,107,78,53,73,21,72,16,22,10,24,225
10,2,2329,Grattavache,221,23,181,0,10,0,115,110,67,78,57,23,86,25,29,10,22,225
18,5,3915,Tschiertschen,2134,483,50,1075,14,2,114,111,49,48,85,43,104,38,39,12,15,225
2,2,704,Roches (BE),905,647,95,125,8,2,110,115,51,68,69,37,93,30,36,9,18,225
19,3,4070,Hilfikon,171,44,110,0,7,1,114,110,66,53,67,38,82,17,27,11,27,224
22,1,5742,Agiez,547,173,348,0,6,0,110,114,53,52,78,41,98,31,38,11,18,224
22,1,5461,Oleyres,192,48,129,0,10,0,112,111,75,48,75,25,78,17,21,15,25,223
2,2,932,Horrenbach-Buchen,2044,778,295,732,7,0,125,97,62,48,70,42,80,20,28,11,21,222
19,3,4168,Ittenthal,388,169,208,0,9,0,114,108,61,45,83,33,83,20,28,10,25,222
11,2,2444,Bibern (SO),298,86,190,0,9,0,106,116,61,59,65,37,89,27,29,11,22,222
10,2,2141,Maules,527,189,270,32,15,1,105,117,65,53,86,18,74,12,22,10,30,222
22,1,5483,Ferreyres,313,133,164,0,9,0,104,118,67,61,78,16,85,23,26,8,28,222
2,2,609,Hautligen,307,84,210,0,5,0,117,104,58,65,63,35,87,26,26,10,25,221
23,1,6071,Ulrichen,4435,384,170,1169,12,0,114,107,53,64,69,35,87,24,28,13,22,221
2,2,975,Farnern,370,108,147,98,2,0,104,117,51,66,65,39,89,26,31,15,17,221
18,5,3805,Castaneda,396,302,15,0,10,0,103,118,28,58,80,55,90,30,27,17,16,221
24,2,6409,Fresens,158,13,129,0,5,1,105,113,50,51,54,63,62,10,23,11,18,218
21,7,5044,Ponto Valentino,1029,359,57,346,19,0,103,115,33,42,72,71,99,34,33,16,16,218
23,1,6001,Birgisch,575,266,67,150,11,0,114,103,52,59,69,37,84,23,25,14,22,217
18,5,3631,Almens,834,380,96,187,7,0,95,122,50,52,78,37,96,35,33,14,14,217
26,2,6772,Asuel,1013,523,255,188,14,7,106,110,55,67,63,31,83,22,26,13,22,216
10,2,2159,Villarvolard,545,239,129,155,12,0,107,108,57,56,74,28,83,21,26,18,18,215
21,7,5200,Miglieglia,513,391,13,43,7,0,107,108,40,61,79,35,100,32,40,13,15,215
2,2,974,Bollodingen,197,59,123,0,8,0,110,102,56,51,76,29,84,26,25,12,21,212
22,1,5424,Berolle,959,584,260,78,9,0,110,102,68,65,62,17,69,9,27,5,28,212
3,6,1090,Kulmerau,362,122,213,0,6,0,107,105,67,52,62,31,75,20,17,15,23,212
26,2,6758,Saint-Brais,1517,695,369,396,19,0,102,110,61,55,64,32,80,24,24,11,21,212
23,1,6032,Bourg-Saint-Pierre,9009,614,68,2552,10,0,96,116,48,70,63,31,77,17,35,8,17,212
22,1,5661,Boulens,345,116,214,0,7,1,109,102,60,46,73,32,78,21,18,18,21,211
18,5,3596,Morissen,567,35,159,335,8,0,106,105,49,50,74,38,89,30,25,15,19,211
22,1,5476,Chevilly,389,73,290,0,10,0,105,106,55,74,54,28,83,21,26,19,17,211
2,2,417,Niederosch,463,122,312,0,13,0,107,103,47,71,60,32,82,25,24,15,18,210
22,1,5687,Sottens,453,134,286,0,13,0,103,107,45,70,70,25,84,22,26,13,23,210
21,7,5175,Cimo,86,73,3,0,9,0,102,107,39,64,77,29,87,24,30,15,18,209
22,1,5759,Premier,611,297,227,63,11,0,111,97,55,31,73,49,81,23,26,11,21,208
21,7,5232,Vezio,367,214,11,81,5,0,98,110,46,63,66,33,90,33,19,20,18,208
18,5,3584,Sevgein,455,237,163,19,11,0,114,93,60,52,63,32,70,19,15,7,29,207
21,7,5184,Gandria,343,330,0,0,5,0,105,102,28,60,70,49,108,51,32,15,10,207
10,2,2158,Villars-sous-Mont,373,165,25,143,9,0,96,111,44,60,53,50,72,26,21,10,15,207
23,1,6085,Mase,1110,466,61,369,14,0,94,113,30,45,74,58,98,34,38,13,13,207
4,6,1210,Hospental,3500,338,185,946,5,0,103,103,41,55,65,45,87,25,32,13,17,206
21,7,5259,Muggio,839,647,59,106,10,0,102,104,27,48,78,53,101,39,34,16,12,206
10,2,2128,Chatel-sur-Montsalvens,204,79,54,47,7,0,106,99,48,61,66,30,84,22,34,12,16,205
18,5,3538,Salouf,3149,885,224,1112,15,1,106,99,68,42,59,36,69,14,20,8,27,205
2,2,687,Corcelles (BE),677,392,117,154,6,0,103,102,61,42,70,32,76,18,26,11,21,205
18,5,3862,Furna,3332,1272,190,1521,16,0,102,102,51,51,55,47,77,17,29,10,21,204
18,5,3531,Bivio,7673,169,262,3481,6,0,98,106,36,52,69,47,96,35,34,13,14,204
21,7,5095,Brione (Verzasca),4856,2315,43,257,18,2,102,101,41,38,77,47,84,20,34,14,16,203
22,1,5924,Orges,401,61,314,0,10,2,99,104,43,70,56,34,88,31,28,13,16,203
3,6,1034,Lieli,367,102,253,0,9,0,112,90,66,48,69,19,65,15,16,10,24,202
10,2,2042,Seiry,186,56,116,0,6,1,101,101,68,75,39,20,73,22,18,11,22,202
22,1,5490,Moiry,666,370,273,0,12,1,101,101,54,48,76,24,80,26,19,16,19,202
18,5,3846,Valchava,1667,566,150,618,6,3,100,102,50,51,69,32,86,32,21,13,20,202
21,7,5313,Giumaglio,1316,680,20,60,5,0,96,106,41,53,75,33,81,20,27,14,20,202
10,2,2002,Autavaux,144,29,100,0,4,0,103,98,67,65,44,25,77,26,17,10,24,201
13,3,2854,Nusshof,172,70,98,0,4,0,99,102,47,54,76,24,77,18,26,14,19,201
23,1,6196,Hohtenn,699,336,51,7,7,8,108,92,31,49,77,43,88,22,39,13,14,200
22,1,5748,Bretonnieres,546,265,246,0,13,0,95,105,50,54,64,32,80,21,28,14,17,200
18,5,3744,Susch,9393,1344,128,1759,8,1,111,88,42,54,68,35,77,17,28,12,20,199
2,2,874,Lohnstorf,180,3,165,0,5,0,96,103,54,47,62,36,72,15,27,12,18,199
18,5,3532,Cunter,712,355,90,140,11,1,106,92,41,57,74,26,87,35,25,8,19,198
22,1,5437,Saubraz,369,164,176,0,6,0,100,98,39,51,66,42,88,28,30,16,14,198
22,1,5453,Chabrey,396,147,179,0,12,0,91,107,56,42,65,35,81,28,22,11,20,198
10,2,2066,Chapelle (Glane),203,40,143,0,3,0,90,108,58,37,71,32,70,13,20,16,21,198
2,2,442,Romont (BE),703,419,128,135,8,0,103,94,42,54,77,24,76,13,33,14,16,197
2,2,940,Teuffenthal (BE),453,230,180,27,7,1,102,95,59,51,61,26,73,17,26,10,20,197
10,2,2214,Oberried (FR),295,170,104,4,6,0,98,99,76,38,47,36,48,6,12,14,16,197
22,1,5925,Orzens,419,69,334,0,11,0,97,100,57,35,57,48,82,26,29,7,20,197
2,2,336,Reisiswil,200,63,127,0,5,1,96,101,55,57,51,34,77,21,27,10,19,197
22,1,5665,Chavannes-sur-Moudon,515,104,390,0,10,0,90,107,48,47,63,39,78,20,28,11,19,197
11,2,2541,Balm bei Gunsberg,548,353,77,90,9,0,104,92,49,43,87,17,75,12,31,12,20,196
23,1,6245,Saint-Jean,1555,716,84,309,18,0,104,92,40,54,61,41,83,23,28,15,17,196
23,1,6065,Obergesteln,1456,360,216,525,7,1,99,96,27,53,78,37,89,34,30,10,15,195
22,1,5534,Rueyres,201,37,145,0,10,1,94,101,53,60,57,25,77,20,24,13,20,195
2,2,325,Busswil bei Melchnau,287,121,148,0,5,0,93,102,41,52,63,39,77,17,32,10,18,195
10,2,2040,Russy,370,132,229,0,7,0,92,103,52,52,56,35,74,18,27,6,23,195
14,5,2911,Altdorf (SH),304,64,224,0,6,0,104,90,63,41,65,25,66,11,22,8,25,194
18,5,3881,Conters im Prattigau,1840,827,160,749,13,0,100,94,44,43,66,41,80,29,24,9,18,194
22,1,5862,Tartegnin,109,43,58,0,2,0,95,99,38,64,68,24,86,27,36,9,14,194
22,1,5500,Severy,237,24,201,0,9,0,103,90,43,67,61,22,81,23,29,10,19,193
2,2,408,Hellsau,148,36,103,0,5,1,100,93,62,57,55,19,66,12,22,10,22,193
23,1,6073,Grafschaft,2262,460,220,405,14,0,95,97,43,38,67,44,69,24,20,10,15,192
24,2,6415,Vaumarcus,178,46,110,0,12,0,101,90,49,44,73,25,77,21,28,10,18,191
3,6,1038,Retschwil,261,64,172,0,10,0,99,92,65,61,47,18,60,13,12,11,24,191
2,2,702,Pontenet,273,125,66,61,9,1,96,94,48,43,65,34,82,22,32,9,19,190
22,1,5830,Villarzel,406,110,280,0,9,0,96,94,59,42,57,32,72,16,28,9,19,190
11,2,2462,Tscheppach,183,64,111,0,5,0,95,95,37,62,74,17,75,16,27,14,18,190
22,1,5691,Villars-Mendraz,155,28,115,0,6,0,95,95,46,59,62,23,76,22,20,17,17,190
18,5,3773,Castasegna,678,271,22,108,7,0,89,101,46,51,55,38,78,28,23,17,10,190
10,2,2110,Villarsiviriaux,416,186,185,35,8,0,103,86,58,48,58,25,72,21,22,12,17,189
11,2,2447,Brunnenthal,88,8,72,0,6,0,92,97,50,46,65,28,73,14,27,13,19,189
18,5,3615,Siat,1352,453,124,565,14,0,87,102,50,43,43,53,76,23,25,8,20,189
11,2,2449,Gossliwil,194,65,115,0,9,0,96,92,47,52,57,32,78,24,24,15,15,188
11,2,2446,Brugglen,173,68,94,0,5,0,92,95,46,43,72,26,71,14,27,8,22,187
26,2,6801,Reclere,622,238,283,71,14,0,84,103,56,34,61,36,70,18,25,6,21,187
22,1,5663,Bussy-sur-Moudon,309,65,227,0,10,0,87,99,42,47,64,33,79,27,23,12,17,186
10,2,2139,Lessoc,1486,603,186,531,7,0,96,88,60,36,58,30,66,19,15,9,23,184
8,5,1612,Leuggelbach,173,89,41,28,4,1,95,89,54,41,63,26,66,17,21,10,18,184
24,2,6411,Montalchez,641,249,274,93,11,1,95,89,39,57,54,34,72,17,27,12,16,184
19,3,4302,Bobikon,262,99,145,0,7,0,97,86,58,45,62,18,61,9,18,12,22,183
2,2,875,Muhledorf (BE),228,15,198,0,11,0,94,89,37,52,72,22,69,17,20,15,17,183
18,5,3577,Luven,683,293,192,153,12,1,94,89,50,46,50,37,70,21,25,6,18,183
21,7,5244,Bruzella,344,300,33,1,2,0,94,89,40,49,60,34,74,18,25,12,19,183
10,2,2194,Ferpicloz,101,13,72,0,10,0,92,91,43,47,64,29,66,12,26,8,20,183
22,1,5921,Molondin,553,161,372,0,8,0,94,87,50,45,54,32,71,18,25,9,19,181
21,7,5117,Mergoscia,1214,817,21,158,21,0,89,92,35,51,55,40,84,31,31,10,12,181
18,5,3771,Bondo,2828,1061,44,26,8,1,81,100,29,40,60,52,82,34,28,11,9,181
22,1,5934,Valeyres-sous-Ursins,283,55,215,0,6,1,97,83,38,58,61,23,73,19,24,12,18,180
18,5,3783,Madulain,1628,239,88,467,10,1,95,85,41,59,61,19,76,29,27,7,13,180
18,5,3604,Vignogn,790,247,124,331,3,0,99,80,32,39,81,27,67,19,9,21,18,179
11,2,2441,Aetigkofen,205,71,120,0,6,0,96,83,52,47,57,23,64,15,21,9,19,179
10,2,2270,Lurtigen,232,78,143,0,8,0,93,86,48,45,67,19,69,18,18,14,19,179
18,5,3573,Flond,212,108,85,0,6,1,92,87,52,47,44,36,76,29,23,8,16,179
10,2,2061,Auboranges,192,17,158,0,5,0,91,88,48,58,58,15,62,8,17,17,20,179
22,1,5930,Suscevaz,415,46,339,0,8,0,90,88,46,43,60,29,70,20,21,14,15,178
18,5,3665,Praz,1135,543,217,296,17,0,88,90,51,50,53,24,67,19,21,7,20,178
10,2,2077,Gillarens,199,32,151,0,8,0,93,84,54,49,50,24,64,18,18,7,21,177
23,1,6104,Ergisch,2991,1131,112,512,6,0,84,92,45,51,45,35,68,19,18,11,20,176
11,2,2463,Unterramsern,157,45,98,0,6,1,95,80,56,54,50,15,61,10,25,6,20,175
14,5,2912,Barzheim,147,10,124,0,6,0,93,81,47,42,58,27,62,12,22,12,16,174
2,2,996,Wolfisberg,244,121,91,20,4,0,87,87,43,43,61,27,77,27,25,11,14,174
18,5,3743,Lavin,4625,845,218,699,8,0,79,95,44,35,53,42,73,24,25,9,15,174
10,2,2089,Montet (Glane),219,46,162,0,5,0,90,83,46,47,57,23,69,17,27,10,15,173
21,7,5245,Cabbio,569,481,24,53,3,0,88,85,32,50,52,39,75,26,22,10,17,173
10,2,2327,Fiaugeres,388,74,290,0,7,0,86,87,42,58,46,27,64,12,25,8,19,173
22,1,5460,Mur (VD),178,16,140,0,9,0,86,87,52,41,59,21,67,20,19,12,16,173
8,5,1601,Betschwanden,975,290,57,294,7,1,86,86,53,29,51,39,64,16,24,5,19,172
22,1,5801,Les Thioleyres,193,14,172,0,4,1,85,87,53,42,56,21,58,12,17,11,18,172
18,5,3774,Soglio,6759,584,29,1680,14,3,80,92,25,25,68,54,76,35,20,13,8,172
10,2,2049,Vuissens,561,205,342,0,4,1,91,80,50,44,53,24,61,14,18,10,19,171
22,1,5911,Cuarny,456,125,321,0,7,0,89,82,49,47,60,15,64,17,19,10,18,171
